id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13090471,Wonderful room in back bay,33323873,Qi,,Back Bay,42.345122793216184,-71.08267392798517,Private room,80,5,1,2016-07-01,0.03,1,0
13091712,Ideal for Families - Spacious Charlestown Townhome,54995023,Tim,,Charlestown,42.38035518460096,-71.06756407673498,Entire home/apt,250,3,5,2018-10-09,0.80,1,87
13100828,Spacious 1bdr on the water,8739837,Ada,,East Boston,42.3691365107799,-71.04094378362562,Entire home/apt,125,2,32,2018-10-14,1.07,1,0
13107648,"Lil’ Italy, Harbor Loft Efficiency
Priv. Entrance",46702413,Beth,,North End,42.366660144819434,-71.05209407170254,Private room,75,3,127,2018-11-11,4.23,3,326
13113748,Private room and individual bathroom on 34th floor,28464849,Lynette,,Downtown,42.3648319713377,-71.0639087327483,Private room,390,1,0,,,1,0
13121821,Charming Beacon Hill apartment with outdoor space,38119495,Scott,,Beacon Hill,42.35997894671896,-71.06478599509708,Entire home/apt,199,3,109,2018-11-05,3.73,1,118
13126713,62LUXURIOUS & PRIVATE room in the CENTER of Boston,25149641,Kiki,,Allston,42.35136743395033,-71.13299116108895,Private room,250,1,12,2018-06-07,0.40,24,341
13140867,North End flat just off Hanover Street (23T#1),1386951,Todd,,North End,42.36617915685983,-71.0543313618705,Entire home/apt,250,2,127,2018-10-24,4.47,3,40
13156872,1 BR in Brighton,43609451,Zeynep,,Brighton,42.33867207480593,-71.15702914937529,Entire home/apt,100,2,6,2016-07-17,0.20,1,0
13171246,"Charming, Sunny, Convenient 2BR in the South End!",558997,Jancy,,South End,42.339183216320194,-71.07818450213286,Entire home/apt,200,3,10,2017-05-30,0.34,2,0
13173203,Quaint North End One Bedroom -Newly Renovated,38997,Michelle,,North End,42.36486931405007,-71.05596869822347,Entire home/apt,179,2,29,2018-11-05,0.96,8,357
13173362,Back Bay One Bedroom on Commonwealth Ave,38997,Michelle,,Back Bay,42.34825550820319,-71.08540239226072,Entire home/apt,116,30,0,,,8,330
13188046,"Top floor condo w/ parking, roof deck, near beach",21094197,James,,South Boston,42.33224719358164,-71.03865606283041,Entire home/apt,189,2,12,2016-09-13,0.40,1,0
13188501,Beacon Hill Studio Apartment,38997,Michelle,,Beacon Hill,42.36090398377256,-71.07086114679885,Entire home/apt,179,1,10,2018-10-23,0.33,8,355
13189564,Historic townhouse in center of Boston,50767440,Renee,,Downtown,42.360987300659126,-71.05776533539698,Entire home/apt,425,2,131,2018-10-31,4.62,1,126
13190410,"Stayloom's Spacious, Stylish Destination | Near T",60375320,David,,South Boston,42.33962035784557,-71.05130743997775,Entire home/apt,5000,1,102,2018-10-26,3.38,2,307
13192046,"Town house in Brighton, 2 parking spaces",73841295,Ruth,,Brighton,42.35013328377472,-71.171468533443,Entire home/apt,250,3,5,2018-07-16,0.18,1,24
13214949,Have fun and find rest affordably,8061,Heidi,,Roxbury,42.32446331697158,-71.0860594374872,Entire home/apt,180,2,7,2016-08-12,0.24,1,0
13216268,Lux 3 floor penthouse with roof deck in Downtown,22304512,Juan,,Downtown,42.34962916876406,-71.05630122120027,Entire home/apt,700,3,50,2018-08-16,1.77,1,0
13218392,Back Bay Studio - PrudentialCenter/Copley/Symphony,3041265,Humberto,,Back Bay,42.343880190626564,-71.08399516188275,Entire home/apt,145,2,3,2016-07-21,0.10,1,0
13242393,Renovated House near Subway/Rail Everything New,18517776,Huggy,,Dorchester,42.304372794658335,-71.07193226049871,Private room,36,30,3,2017-06-29,0.10,12,365
13248823,Cozy North End Studio - Perfect location!,69106634,Andrea,,North End,42.368682503928206,-71.05430825519376,Entire home/apt,210,3,1,2016-06-23,0.03,1,0
13249829,748$ / week sunny & renovated 2 BDR in Beacon Hill,741190,Vincent,,Beacon Hill,42.36038187728937,-71.06780657681584,Entire home/apt,120,21,6,2018-08-15,0.21,1,0
13249923,"Walk/Bus to Redline/Rail stations, Private Balcony",18517776,Huggy,,Dorchester,42.306401989579044,-71.07274829511499,Private room,36,30,3,2017-10-29,0.10,12,365
